GeneID	SB1	SB2	CB1	CB2	G1	G2	GBE1	GBE2	DC1	DC2
MDOA013018	3502	6616	6557	1994	10679	3219	12386	4550	18418	3131
MDOA006160	2820	4219	12298	2597	14793	3858	14099	3718	10288	2375
MDOA004895	4139	5217	19137	5656	13083	3611	13953	2055	2527	1696
MDOA010089	1688	4901	14882	4260	7151	3389	8815	4148	19309	2541
MDOA010105	1710	5826	3670	7584	6547	8523	5913	11906	6690	12733
MDOA002156	3103	6427	12793	9847	9055	7733	5282	6725	5279	4862
MDOA010058	2067	5844	15821	4194	11068	4682	10380	6135	7336	3594
MDOA015289	3394	3963	8249	7930	9188	6521	8516	7389	8343	7665
MDOA005471	2252	6469	17959	7785	11237	7757	12238	3166	1583	726
MDOA003241	2191	9024	5558	7821	4657	3563	7131	15762	8732	6739
MDOA013089	1484	4896	14038	4665	12669	6153	11437	7841	4011	4015
MDOA000875	2477	4086	11274	4253	10345	4681	11711	6716	9941	5747
MDOA012713	1673	3401	10238	3610	19318	6409	15651	5046	3546	2364
MDOA003012	1686	3925	9890	3750	6557	2816	5897	1834	25658	9348
MDOA004068	1018	3791	8594	3125	12181	7018	13057	10957	6890	4738
MDOA004555	2110	3602	12268	4547	14939	7064	14450	7482	2613	2360
MDOA014611	1902	9311	25799	8959	7274	4844	2967	964	7268	2155
MDOA010551	1532	3688	9081	5081	14915	4769	14605	8190	5942	3729
MDOA001807	2686	6522	13739	6958	10456	6557	10739	4054	7867	1967
MDOA013701	1524	4855	9297	4906	10409	5976	10317	7008	11754	5499
MDOA013740	4647	11575	10459	5898	13493	8396	12107	3465	721	792
MDOA004557	1474	7453	8771	12479	7761	12575	6942	9822	877	3416
MDOA014233	766	1678	5219	1986	21050	1850	12510	1475	24465	626
MDOA014661	1883	4960	11615	8723	10859	9060	10686	8743	2723	2392
MDOA006790	2465	3885	16782	5989	13569	5972	12546	4522	3831	2165
MDOA004435	1851	8383	10908	8573	11130	9156	11671	6397	2257	1455
MDOA013860	2112	3580	18636	2529	16233	4019	17108	1445	5650	470
MDOA014813	1990	4929	15105	4461	14909	5477	14616	3530	5587	1203
MDOA004123	852	6480	7084	9257	8834	10102	8374	11581	3283	5995
MDOA001878	2079	5838	11492	4698	11859	7212	14934	5855	5468	2544
MDOA015095	1153	4896	8085	6073	10010	9574	9982	10490	5356	6418
MDOA011537	941	5576	9799	7935	9193	8599	7863	9633	5559	6968
MDOA003207	6088	8343	8693	8190	7181	3552	10338	5703	8155	5832
MDOA013922	1792	2362	15630	2595	14139	3213	14368	1435	15043	1506
MDOA002915	4543	13435	8254	7547	7597	9299	7046	9091	2235	3048
MDOA008773	1411	9809	7528	10314	7437	8476	7914	11063	2964	5202
MDOA010641	1803	7365	9959	9109	8496	9549	8191	7542	5553	4560
MDOA009949	3369	4658	16263	6988	10402	4328	9270	3302	10956	2647
MDOA009958	3649	9881	12377	9222	7831	4229	5177	2801	12668	4392
MDOA002570	4191	20951	19553	12478	5855	3259	4499	875	384	295
MDOA003719	2137	6033	8551	4940	7730	4747	8385	6873	17612	5386
MDOA004988	5537	9529	19717	5479	2705	1684	2221	465	20682	4403
MDOA013410	1144	3463	8443	4823	12968	9651	12291	9670	5683	4481
MDOA014614	4405	10165	12412	5395	15660	8160	12463	2394	1045	548
MDOA008275	1860	5627	12968	5481	12655	6423	13028	4192	8137	2328
MDOA005166	1238	3184	612	596	88	105	191	714	59122	6865
MDOA004379	3092	6318	18496	6446	11235	4438	10183	2252	8525	1820
MDOA011297	3363	12150	9192	21747	2076	4866	3386	2010	4801	9397
MDOA013886	1843	8835	2783	3299	3500	4259	4166	9728	20150	14481
MDOA012498	1342	5989	12249	9876	9743	11778	8112	10983	1029	1965
MDOA002486	2063	4652	14212	5336	14539	6219	15763	4733	4207	1458
MDOA001866	2789	3671	10746	4470	9452	2915	10321	3945	20554	4351
MDOA005801	1417	10187	6766	8310	2658	2204	2035	2672	21519	15505
MDOA014017	2074	4558	12482	5039	12945	6465	10495	8035	6118	5097
MDOA002941	2466	11185	7214	13264	6643	11636	6241	6437	3537	4696
MDOA005570	4233	11868	8562	4777	9756	6763	10254	10221	3038	3859
MDOA003319	2323	4906	16650	8379	11189	5139	8376	2678	10592	3107
MDOA010051	2852	4460	17693	1964	17659	4228	17902	1807	4360	503
MDOA009210	2657	12168	9176	10697	7568	7940	8351	9337	2547	3018
MDOA012532	2656	3736	20530	4291	19209	4972	14189	1304	2359	282
MDOA015214	1739	8686	11704	10413	7307	7108	9032	8467	4537	4674
MDOA003895	2001	3122	11545	2805	7906	3073	6429	2727	30646	3495
MDOA008167	1804	3448	8835	4500	8528	4135	6591	2770	27909	5249
MDOA003745	1424	10584	4165	6559	3152	8659	2588	10964	7710	17975
MDOA004474	5419	3012	13343	4691	12760	4776	10918	3490	12491	2880
MDOA004583	4001	10230	8425	4482	3951	2700	4548	4542	22413	8503
MDOA007236	2728	5112	19341	7132	16021	6358	12647	2632	1386	587
MDOA008972	2170	9002	10605	8793	8939	11938	9052	7520	2843	3094
MDOA014063	1464	10959	2963	4478	3655	5403	5534	13619	10106	15781
MDOA007951	2583	8689	9788	9438	8312	7491	9612	8540	4208	5331
MDOA013103	3283	2209	22727	3155	13773	2241	16135	2272	6500	1727
MDOA000820	7779	11156	30390	6033	8696	3160	5420	662	596	164
MDOA003232	3133	7184	20690	7591	14565	6046	11895	1797	1044	170
MDOA008264	4	17	1795	2286	9144	8764	8865	13375	16643	13244
MDOA004762	3014	11722	16062	14472	5709	4358	6246	6881	2969	2754
MDOA012425	402	3149	9774	3814	16318	8688	19183	11198	975	712
MDOA012601	3345	5052	17789	6552	10857	8069	6847	3277	8975	3471
MDOA009450	8746	11478	14216	6443	6466	2694	10209	2208	10223	1604
MDOA009990	2168	6792	7112	5348	5759	7477	6307	16230	6121	11004
MDOA005646	3848	6582	16711	6443	9635	3220	9861	4950	8186	4888
MDOA002815	1345	5836	14121	6519	14488	6514	13196	5888	4449	2064
MDOA015271	1160	5494	11820	7548	9501	10930	9473	8803	5052	4776
MDOA010778	2060	5598	14810	5586	14027	7396	13273	4750	4901	2165
MDOA004326	4676	5787	12033	11199	9393	10633	7492	4748	5895	2814
MDOA001449	1702	5098	14958	8299	11727	9724	7346	3874	8225	3724
MDOA007338	2245	3827	10736	5162	6181	4728	7706	3275	24695	6232
MDOA005875	1457	5365	14204	6930	14249	8622	11729	7981	2000	2270
MDOA013605	4843	15303	14841	10161	9257	3692	9283	2038	4418	1057
MDOA007740	1574	3376	7380	2115	6664	2016	7002	1859	39526	3414
MDOA000418	1237	6251	10857	7641	10510	12273	8828	11875	1673	3846
MDOA014422	9020	20037	8312	3945	8052	2990	10358	5526	4649	2261
MDOA010745	1974	4927	11999	5398	10729	6454	9968	10264	5504	7939
MDOA014366	1785	10194	11914	11948	10810	11758	8880	5539	1069	1306
MDOA007287	1030	4851	10355	6651	11863	10305	11627	11913	3004	3606
MDOA011346	4306	4953	13459	1556	13326	2493	20112	1669	12498	845
MDOA009020	3320	5920	15704	4879	12292	2627	14049	5872	8172	2436
MDOA008187	3495	6464	14944	6265	12488	5790	14353	5807	3826	1840
MDOA002437	1632	5010	9283	6934	10946	7896	12160	10950	4540	5999
MDOA012150	2576	4793	19846	6249	14030	5548	12078	2301	6653	1363
MDOA011555	5173	7726	18920	5508	13851	4150	11782	1719	5791	891
MDOA007734	1220	7642	8654	18169	5605	13363	4317	8072	1892	6619
MDOA002491	1222	7536	11293	8525	10227	10965	9575	10167	2170	3992
MDOA005150	1126	2949	8718	3986	12125	6521	14166	11947	9414	4723
MDOA011676	4393	10092	12913	12322	8276	7211	9597	5464	2882	2538
MDOA010560	1791	5810	12153	8087	10987	8300	8949	8405	5946	5357
MDOA007469	1373	3232	11217	5072	10988	6567	11999	6858	12325	6159
MDOA005111	3647	6878	12915	9218	10606	7236	10227	8265	3162	3749
MDOA002294	1985	6422	12835	7581	14713	7117	13025	6329	3661	2290
MDOA011318	1730	6621	14324	8863	9447	9091	9064	8527	4311	4021
MDOA003831	43	23	144	15	654	117	1624	3598	57670	12125
MDOA002039	1599	6162	12073	10142	9557	10480	8152	8368	4391	5116
MDOA004182	2245	3835	12709	3939	15309	5190	16228	4067	10759	1789
MDOA004429	2545	8741	14784	8771	12629	6339	15460	5516	780	516
MDOA007305	1792	7448	10554	6374	9637	5452	9449	5030	15953	4408
MDOA007941	1904	6443	9134	7012	6090	4985	7804	6485	15513	10736
MDOA012201	2179	7946	14634	7528	10943	7805	12692	6475	4202	1827
MDOA014448	1753	5504	13011	5433	8910	4751	11285	4105	16731	4768
MDOA003095	4259	11745	12030	8243	9933	7379	9756	5823	4426	2677
MDOA013960	3781	9547	17252	7670	8521	4185	7249	6799	7982	3312
MDOA015096	2043	5857	6693	7182	10853	14603	12192	13983	1231	1677
MDOA015160	3639	21066	9634	16551	1472	2741	2378	7010	5004	6877
MDOA007707	1972	7302	11811	5569	13623	6437	14532	6639	6054	2469
MDOA008747	3624	7840	15272	4604	15631	6342	16697	2795	2845	764
MDOA001318	3086	3938	19841	2891	13316	4113	17364	1587	9192	1109
MDOA009918	4534	7755	8215	8099	14833	7720	17283	5793	1637	679
MDOA004278	12436	26001	19767	12793	2101	1400	1372	666	14	40
MDOA012145	2060	7509	14337	12348	8543	6213	10513	6572	4811	3700
MDOA006107	4308	5446	18454	2881	14372	3197	21203	1667	4724	404
MDOA009040	1616	3632	14487	5787	11857	8857	10656	6230	8956	4636
MDOA010073	1451	8242	9129	7675	11762	11477	14318	8676	2270	1744
MDOA012018	1379	2604	8536	3765	9852	4191	8102	4638	26481	7216
MDOA005958	1333	7451	8979	6844	10412	10196	10197	12874	3805	4698
MDOA012431	1109	1627	5941	1342	14257	2340	16008	3816	28003	2460
MDOA013303	2429	4105	21548	5723	20122	7627	13475	1767	121	109
MDOA010996	7	12	44	2	53	17	139	21	73766	2980
MDOA001433	1626	4025	12696	4936	12041	5302	12607	3969	16225	3619
MDOA007343	6025	9325	12998	6366	11770	5211	8755	3582	10061	3019
MDOA012885	2598	11505	9496	14173	4819	9036	8699	8417	3884	4601
MDOA009555	2516	9456	10748	9845	10445	9538	11132	4458	6148	3050
MDOA014132	4382	14681	16872	10721	7958	5841	10062	4329	1356	1180
MDOA006910	1955	4313	13981	5287	14025	9367	13245	8291	4311	2638
MDOA011164	1561	10189	10054	10173	9453	9506	9995	7700	4695	4101
MDOA011810	1560	3978	10366	5645	8386	6227	7880	6921	17052	9509
MDOA007834	4759	6890	22479	5626	15399	6072	14551	1459	251	95
MDOA010132	3445	12799	7138	5812	17179	9918	12792	5911	1142	1449
MDOA002518	1060	3465	4092	2339	6731	3351	8814	9539	26913	11311
MDOA000304	10	13	2772	429	18572	4175	22449	6539	20807	1895
MDOA007442	1201	4194	5665	7334	5559	8330	5316	16145	6439	17614
MDOA006657	4906	13421	14423	10150	9972	4902	10731	3610	4584	1280
MDOA005868	4727	10603	6961	12110	5539	4586	5667	7999	10377	9431
MDOA013755	2079	3186	17906	3325	16388	4124	19245	4191	5976	1602
MDOA011926	2283	6587	15444	6005	14612	6969	15316	6437	3114	1257
MDOA011525	10953	48284	2816	7143	100	142	121	803	5328	2613
MDOA002455	2592	2865	18328	507	12987	1007	22405	1947	14719	1102
MDOA003818	2931	5364	20916	4602	16856	6461	12875	3494	3844	1142
MDOA012633	5408	5295	22891	2738	14984	2992	18661	1422	3902	402
MDOA007377	9	56	63	157	2156	1260	3319	13884	30041	27813
MDOA012731	2955	8305	5315	3227	4481	2414	5754	5605	30980	9831
MDOA002336	2482	10031	12105	13228	9504	11949	8971	5851	2798	2045
MDOA014544	5096	12376	9013	5647	2705	1834	3153	4577	21481	13084
MDOA015106	2411	9914	19247	9243	15009	7065	12207	2793	731	397
MDOA006310	2341	11447	6974	4265	5611	5395	6344	7196	20501	8991
MDOA014792	2494	6316	14226	7480	9145	5881	11568	5725	12878	3374
MDOA006505	1980	2939	17755	3576	17167	6125	18590	3677	6298	1053
MDOA008424	3570	6125	8731	10354	6484	11777	5679	9837	5691	10950
MDOA006885	4188	8043	28873	8281	9716	3821	10588	2341	2571	833
MDOA011105	1868	4915	12164	4854	12410	8347	13783	5994	10495	4511
MDOA004370	2808	4476	12533	6072	9846	6533	15681	5627	11814	4026
MDOA004695	2377	3453	15790	3237	17066	6203	16691	3074	9690	1875
MDOA005697	2185	7608	10960	7153	13087	9180	14753	8340	3281	2949
MDOA010276	3295	7573	17886	10476	11146	8758	11847	5766	759	2001
MDOA003211	1115	2415	5248	2292	14056	6331	18332	9570	15831	4336
MDOA005210	1419	3387	12742	2881	11681	5269	12248	3849	23819	2245
MDOA005823	1758	4689	7504	6611	9346	8194	9569	10467	11948	9539
MDOA005582	1456	10949	8142	12337	6938	9722	6666	11411	4566	7441
MDOA001181	5255	10309	14188	9404	7670	4131	9119	2206	15040	2343
MDOA011924	2088	3740	21124	2405	17999	5254	17263	2403	6812	730
MDOA007892	2582	4809	22194	4818	15132	4862	10906	2411	10336	1798
MDOA007136	12069	33285	8094	6000	7110	3285	7027	2500	378	110
MDOA002143	1844	1618	15885	912	21572	3623	20718	1489	11770	444
MDOA004838	3114	7057	16836	7156	16766	9666	13941	4177	651	642
MDOA014839	567	3432	5475	4348	19546	5140	12714	3929	23169	1699
MDOA012175	2603	11578	6617	10425	6055	6462	8939	13018	8021	6369
MDOA011323	1105	6594	1301	1261	2786	4099	3399	12333	23460	23765
MDOA011406	3035	7518	11015	10564	7802	7517	6759	12696	3204	10067
